origpathname,unitid,format,licenseuri,fileuri,scientificname,typifiedname,family,subfamily,genus,species,subspecies,zoogeoregion,countrycode,country,province,station,eventdate,view
"Cerambycidae, Lamiinae/Gerania bosci 56816cz23.jpg",806,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/806.jpg,Gerania bosci,Gerania bosci,Cerambycidae,Lamiinae,Gerania,bosci,,OL,ID,Indonesia,Java,,,Lateral
"Cerambycidae, Lamiinae/Golsinda corallina 52393cz97.jpg",807,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/807.jpg,Golsinda corallina,Golsinda corallina,Cerambycidae,Lamiinae,Golsinda,corallina,,OL,LA,Lao People's Democratic Republic,Pakkading ,,12/06/1964,Dorsal
"Cerambycidae, Lamiinae/Hepomidion stygicum 56107cz10.jpg",808,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/808.jpg,Hepomidion stygicum,Hepomidion stygicum,Cerambycidae,Lamiinae,Hepomidion,stygicum,,AT,,,,,01/1926,Dorsal
"Cerambycidae, Lamiinae/Hyselomus cristatus 55173cz81.jpg",809,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/809.jpg,Hyselomus cristatus,Hyselomus cristatus,Cerambycidae,Lamiinae,Hyselomus,cristatus,,NT,BR,Brazil,,,,Dorsal
"Cerambycidae, Lamiinae/Hyselomus cristatus 55182cz88.jpg",810,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/810.jpg,Hyselomus cristatus,Hyselomus cristatus,Cerambycidae,Lamiinae,Hyselomus,cristatus,,NT,BR,Brazil,,,,Lateral
"Cerambycidae, Lamiinae/Jothocera tomentosa 56837cz39.jpg",811,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/811.jpg,Jothocera tomentosa,Jothocera tomentosa,Cerambycidae,Lamiinae,Jothocera,tomentosa,,AU,PG,Papua New Guinea,,,,Dorsal
"Cerambycidae, Lamiinae/Jothocera tomentosa 56845cz48.jpg",812,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/812.jpg,Jothocera tomentosa,Jothocera tomentosa,Cerambycidae,Lamiinae,Jothocera,tomentosa,,AU,PG,Papua New Guinea,,,,Dorsal
"Cerambycidae, Lamiinae/Jothocera tomentosa 56849cz55.jpg",813,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/813.jpg,Jothocera tomentosa,Jothocera tomentosa,Cerambycidae,Lamiinae,Jothocera,tomentosa,,AU,PG,Papua New Guinea,,,,Lateral
"Cerambycidae, Lamiinae/Lamiomimus gottschi 56226cz30 copie.jpg",814,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/814.jpg,Lamiomimus gottschi,Lamiomimus gottschi,Cerambycidae,Lamiinae,Lamiomimus,gottschi,,OL,KP,"Korea, Democratic People's Republic of",,Mt.Chonma-san ,14/06/1994,Dorsal
"Cerambycidae, Lamiinae/Leprodera elongata 56457cz59.jpg",815,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/815.jpg,Leprodera elongata,Leprodera elongata,Cerambycidae,Lamiinae,Leprodera,elongata,,OL,MY,Malaysia,Sabah (Borneo),Kinabalu,,Dorsal
"Cerambycidae, Lamiinae/Leprodera elongata 56460cz66.jpg",816,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/816.jpg,Leprodera elongata,Leprodera elongata,Cerambycidae,Lamiinae,Leprodera,elongata,,OL,MY,Malaysia,Sabah (Borneo),Kinabalu,,Dorsal
"Cerambycidae, Lamiinae/Leprodera elongata 56467cz73.jpg",817,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/817.jpg,Leprodera elongata,Leprodera elongata,Cerambycidae,Lamiinae,Leprodera,elongata,,OL,MY,Malaysia,Sabah (Borneo),Kinabalu,,Lateral
"Cerambycidae, Lamiinae/Leprodera elongata 56474cz79.jpg",818,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/818.jpg,Leprodera elongata,Leprodera elongata,Cerambycidae,Lamiinae,Leprodera,elongata,,OL,ID,Indonesia,Borneo,,,Dorsal
"Cerambycidae, Lamiinae/Leprodera elongata 56480cz88.jpg",819,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/819.jpg,Leprodera elongata,Leprodera elongata,Cerambycidae,Lamiinae,Leprodera,elongata,,OL,ID,Indonesia,Borneo,,,Lateral
"Cerambycidae, Lamiinae/Leptosoma cephalotes 52449cz54.jpg",820,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/820.jpg,Leptosoma cephalotes,Leptosoma cephalotes,Cerambycidae,Lamiinae,Leptosoma,cephalotes,,OL,LA,Lao People's Democratic Republic,Pakkading,,05/04/1965,Dorsal
"Cerambycidae, Lamiinae/Leptosoma cephalotes 52455cz64.jpg",821,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/821.jpg,Leptosoma cephalotes,Leptosoma cephalotes,Cerambycidae,Lamiinae,Leptosoma,cephalotes,,OL,LA,Lao People's Democratic Republic,Pakkading,,06/04/1965,Lateral
"Cerambycidae, Lamiinae/Lesbates acromii 55207cz16.JPG",822,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/822.jpg,Lesbates acromii,Lesbates acromii,Cerambycidae,Lamiinae,Lesbates,acromii,,NT,BR,Brazil,,,,Dorsal
"Cerambycidae, Lamiinae/Lesbates acromii 55275cz82.jpg",823,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/823.jpg,Lesbates acromii,Lesbates acromii,Cerambycidae,Lamiinae,Lesbates,acromii,,NT,BR,Brazil,,,,Lateral
"Cerambycidae, Lamiinae/Leuronotus spatulatus 56420cz25.jpg",824,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/824.jpg,Leuronotus spatulatus,Leuronotus spatulatus,Cerambycidae,Lamiinae,Leuronotus,spatulatus,,AU,SB,Solomon Islands ,,,,Dorsal
"Cerambycidae, Lamiinae/Lochmaeocles fasciatus 55257cz66.jpg",825,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/825.jpg,Lochmaeocles fasciatus,Lochmaeocles fasciatus,Cerambycidae,Lamiinae,Lochmaeocles,fasciatus,,NT,BR,Brazil,,,,Dorsal
"Cerambycidae, Lamiinae/Lochmaeocles fasciatus 55267cz74.jpg",826,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/826.jpg,Lochmaeocles fasciatus,Lochmaeocles fasciatus,Cerambycidae,Lamiinae,Lochmaeocles,fasciatus,,NT,BR,Brazil,,,,Lateral
"Cerambycidae, Lamiinae/Macrocherus assamensis 56609.jpg",827,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/827.jpg,Macrocherus assamensis,Macrocherus assamensis,Cerambycidae,Lamiinae,Macrocherus,assamensis,,OL,VN,Vietnam,Annam,Phúc Son ,,Dorsal
"Cerambycidae, Lamiinae/Macrocherus assamensis 56610cz15.jpg",828,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/828.jpg,Macrocherus assamensis,Macrocherus assamensis,Cerambycidae,Lamiinae,Macrocherus,assamensis,,OL,VN,Vietnam,Annam,Phúc Son ,,Dorsal
"Cerambycidae, Lamiinae/Macrocherus isabellinus 56573cz75.jpg",829,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/829.jpg,Macrocherus isabellinus,Macrocherus isabellinus,Cerambycidae,Lamiinae,Macrocherus,isabellinus,,OL,LA,Lao People's Democratic Republic,,Vientiane ,07/1963,Dorsal
"Cerambycidae, Lamiinae/Macrocherus isabellinus 56576cz84.jpg",830,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/830.jpg,Macrocherus isabellinus,Macrocherus isabellinus,Cerambycidae,Lamiinae,Macrocherus,isabellinus,,OL,LA,Lao People's Democratic Republic,,Vientiane ,07/1963,Dorsal
"Cerambycidae, Lamiinae/Macrocherus isabellinus 56585cz95.jpg",831,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/831.jpg,Macrocherus isabellinus,Macrocherus isabellinus,Cerambycidae,Lamiinae,Macrocherus,isabellinus,,OL,LA,Lao People's Democratic Republic,,Vientiane ,07/1963,Lateral
"Cerambycidae, Lamiinae/Macrocherus isabellinus 56596cz00.jpg",832,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/832.jpg,Macrocherus isabellinus,Macrocherus isabellinus,Cerambycidae,Lamiinae,Macrocherus,isabellinus,,OL,LA,Lao People's Democratic Republic,,Vientiane ,07/1963,Ventral
"Cerambycidae, Lamiinae/Macrocherus lacordairei 56602.jpg",833,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/833.jpg,Macrocherus lacordairei,Macrocherus lacordairei,Cerambycidae,Lamiinae,Macrocherus,lacordairei,,OL,ID,Indonesia,East Java ,Malang,,Dorsal
"Cerambycidae, Lamiinae/Macrocherus lacordairei 56603cz08.jpg",834,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/834.jpg,Macrocherus lacordairei,Macrocherus lacordairei,Cerambycidae,Lamiinae,Macrocherus,lacordairei,,OL,ID,Indonesia,East Java ,Malang,,Dorsal
"Cerambycidae, Lamiinae/Macroespina caboverdiana 56134cz39.jpg",835,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/835.jpg,Macroespina caboverdiana,Macroespina caboverdiana,Cerambycidae,Lamiinae,Macroespina,caboverdiana,,AT,CV,Cape Verde,Santo Antão ,Chao de Lagoa,19/11/1955,Labels
"Cerambycidae, Lamiinae/Megabasis speculifera 56071cz84.jpg",836,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/836.jpg,Megabasis speculifera,Megabasis speculifera,Cerambycidae,Lamiinae,Megabasis,speculifera,,NT,BR,Brazil,,,,Lateral
"Cerambycidae, Lamiinae/Megalobrimus scutellatus 56111cz17.JPG",837,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/837.jpg,Megalobrimus scutellatus,Megalobrimus scutellatus,Cerambycidae,Lamiinae,Megalobrimus,scutellatus,,AT,TZ,"Tanzania, United Republic of ",,Manow,,Dorsal
"Cerambycidae, Lamiinae/Megalobrimus scutellatus 56118cz24.jpg",838,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/838.jpg,Megalobrimus scutellatus,Megalobrimus scutellatus,Cerambycidae,Lamiinae,Megalobrimus,scutellatus,,AT,TZ,"Tanzania, United Republic of ",,Manow,,Lateral
"Cerambycidae, Lamiinae/Megalobrimus scutellatus 56125cz33.jpg",839,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/839.jpg,Megalobrimus scutellatus,Megalobrimus scutellatus,Cerambycidae,Lamiinae,Megalobrimus,scutellatus,,AT,TZ,"Tanzania, United Republic of ",,Manow,,Lateral Head
"Cerambycidae, Lamiinae/Menyllus maculicornis 55540cz45.jpg",840,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/840.jpg,Menyllus maculicornis,Menyllus maculicornis,Cerambycidae,Lamiinae,Menyllus,maculicornis,,AU,AU,Australia,Queensland ,Cairns,,Dorsal
"Cerambycidae, Lamiinae/Menyllus maculicornis 55546cz53.jpg",841,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/841.jpg,Menyllus maculicornis,Menyllus maculicornis,Cerambycidae,Lamiinae,Menyllus,maculicornis,,AU,AU,Australia,Queensland ,Cairns,,Lateral
"Cerambycidae, Lamiinae/Menyllus maculicornis 55554cz59.jpg",842,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/842.jpg,Menyllus maculicornis,Menyllus maculicornis,Cerambycidae,Lamiinae,Menyllus,maculicornis,,AU,AU,Australia,Queensland ,Cairns,,Dorsal Head
"Cerambycidae, Lamiinae/Mesocacia multimaculata 52471cz76.jpg",843,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/843.jpg,Mesocacia multimaculata,Mesocacia multimaculata,Cerambycidae,Lamiinae,Mesocacia,multimaculata,,OL,LA,Lao People's Democratic Republic,,Tonpheng,15/08/1966,Dorsal
"Cerambycidae, Lamiinae/Mesosa quadriplagiata 52404cz10.jpg",844,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/844.jpg,Mesosa quadriplagiata,Mesosa quadriplagiata,Cerambycidae,Lamiinae,Mesosa,quadriplagiata,,OL,LA,Lao People's Democratic Republic,,Phou Khao Khouay ,15/07/1965,Dorsal
"Cerambycidae, Lamiinae/Mesosa quadriplagiata 52411cz17.jpg",845,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/845.jpg,Mesosa quadriplagiata,Mesosa quadriplagiata,Cerambycidae,Lamiinae,Mesosa,quadriplagiata,,OL,LA,Lao People's Democratic Republic,Vientiane,,27/10/1961,Dorsal
