filename,processed,interpreted_scientific_name
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus confucius 43163cz65.jpg,true,Prosopocoilus confucius
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus doesburgi 43631.jpg,true,Prosopocoilus doesburgi
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus fabricei 43602.jpg,true,Prosopocoilus fabricei
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus forceps 44631cz34.jpg,true,Prosopocoilus forceps
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus giraffa 43166.jpg,true,Prosopocoilus giraffa
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus giraffa 43167.jpg,true,Prosopocoilus giraffa
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus giraffa 43168cz70.jpg,true,Prosopocoilus giraffa
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus giraffa 43171cz73.jpg,true,Prosopocoilus giraffa
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus giraffa 43174cz76.jpg,true,Prosopocoilus giraffa
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus giraffa 43177.jpg,true,Prosopocoilus giraffa
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus giraffa 43178.jpg,true,Prosopocoilus giraffa
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus mirabilis 44630.jpg,true,Prosopocoilus mirabilis
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus parryi 43527CZ29.JPG,false
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus parryi 43530cz32.jpg,true,Prosopocoilus parryi
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus parryi 43533cz35.jpg,true,Prosopocoilus parryi
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus poultoni 3545cz47.JPG,false
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus poultoni 43536cz38.jpg,true,Prosopocoilus poultoni
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus poultoni 43539cz41.jpg,true,Prosopocoilus poultoni
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus poultoni 43548cz50.jpg,true,Prosopocoilus poultoni
/home/nnoe/openup_images_source/Lucanidae/Prosopocoilus savagei 43563cz66.jpg,true,Prosopocoilus savagei
/home/nnoe/openup_images_source/Lucanidae/Psalidoremus dissimilis 43135.JPG,false
/home/nnoe/openup_images_source/Lucanidae/Psalidoremus dissimilis 43136cz39.jpg,true,Psalidoremus dissimilis
/home/nnoe/openup_images_source/Lucanidae/Psalidoremus dissimilis 43140cz42.JPG,false
/home/nnoe/openup_images_source/Lucanidae/Pseudolucanus lesnei 44467cz69.jpg,true,Pseudolucanus lesnei
/home/nnoe/openup_images_source/Lucanidae/Pslidoremus dissimilis 43143cz46.jpg,true,Pslidoremus dissimilis
/home/nnoe/openup_images_source/Lucanidae/Pycnosiphorus caelatus 43554cz58 copie.jpg,true,Pycnosiphorus caelatus
/home/nnoe/openup_images_source/Lucanidae/Pycnosiphorus caelatus 43578cz82.JPG,false
/home/nnoe/openup_images_source/Lucanidae/Raethulus didieri 41737.jpg,true,Raethulus didieri
/home/nnoe/openup_images_source/Lucanidae/Raethulus didieri 41739.jpg,true,Raethulus didieri
/home/nnoe/openup_images_source/Lucanidae/Raethulus didieri 41745.jpg,true,Raethulus didieri
/home/nnoe/openup_images_source/Lucanidae/Rhyssonotus jugularis 41468cz72.jpg,true,Rhyssonotus jugularis
/home/nnoe/openup_images_source/Lucanidae/Rhyssonotus jugularis 41473cz76.jpg,true,Rhyssonotus jugularis
/home/nnoe/openup_images_source/Lucanidae/Serrognathus alcides 43343.JPG,false
/home/nnoe/openup_images_source/Lucanidae/Serrognathus alcides 43344.jpg,true,Serrognathus alcides
/home/nnoe/openup_images_source/Lucanidae/Serrognathus alcides 43352cz54.JPG,false
/home/nnoe/openup_images_source/Lucanidae/Serrognathus alcides 43355cz57.jpg,true,Serrognathus alcides
/home/nnoe/openup_images_source/Lucanidae/Serrognathus alcides 43358cz60.jpg,true,Serrognathus alcides
/home/nnoe/openup_images_source/Lucanidae/Serrognathus arfakianus 43361cz63.JPG,false
/home/nnoe/openup_images_source/Lucanidae/Serrognathus arfakianus 43364cz66 copie.jpg,true,Serrognathus arfakianus
/home/nnoe/openup_images_source/Lucanidae/Serrognathus arfakianus 43367cz69.jpg,true,Serrognathus arfakianus
/home/nnoe/openup_images_source/Lucanidae/Serrognathus arfakianus 43370cz73.jpg,true,Serrognathus arfakianus
/home/nnoe/openup_images_source/Lucanidae/Serrognathus bucephalus 43374.jpg,true,Serrognathus bucephalus
/home/nnoe/openup_images_source/Lucanidae/Serrognathus bucephalus 43375.jpg,true,Serrognathus bucephalus
/home/nnoe/openup_images_source/Lucanidae/Serrognathus bucephalus 43376cz79.jpg,true,Serrognathus bucephalus
/home/nnoe/openup_images_source/Lucanidae/Serrognathus bucephalus 43380cz83.jpg,true,Serrognathus bucephalus
/home/nnoe/openup_images_source/Lucanidae/Serrognathus bucephalus 43384cz87.jpg,true,Serrognathus bucephalus
/home/nnoe/openup_images_source/Lucanidae/Serrognathus bucephalus 43388cz90.jpg,true,Serrognathus bucephalus
/home/nnoe/openup_images_source/Lucanidae/Serrognathus gypaetus 43391cz94.jpg,true,Serrognathus gypaetus
/home/nnoe/openup_images_source/Lucanidae/Serrognathus gypaetus 43421cz23.JPG,false
/home/nnoe/openup_images_source/Lucanidae/Serrognathus gypaetus 43424cz26.jpg,true,Serrognathus gypaetus
/home/nnoe/openup_images_source/Lucanidae/Serrognathus gypaetus 43427cz29.jpg,true,Serrognathus gypaetus
/home/nnoe/openup_images_source/Lucanidae/Serrognathus gypaetus 43430cz32.jpg,true,Serrognathus gypaetus
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus feisthamelli 41424cz27.jpg,true,Sphaenognathus feisthamelli
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus feisthamelli 41428cz30.jpg,true,Sphaenognathus feisthamelli
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus garleppi 41431cz33.jpg,true,Sphaenognathus garleppi
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus garleppi 41434cz37.jpg,true,Sphaenognathus garleppi
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus garleppi 41438cz40.jpg,true,Sphaenognathus garleppi
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus kolbei 41416cz18.jpg,true,Sphaenognathus kolbei
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus monguilloni 41419cz21.jpg,true,Sphaenognathus monguilloni
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus nobilis 41441cz44.jpg,true,Sphaenognathus nobilis
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus nobilis 41445cz48.jpg,true,Sphaenognathus nobilis
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus peruvianus 41422cz24.jpg,true,Sphaenognathus peruvianus
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus prionoides 41449cz52.jpg,true,Sphaenognathus prionoides
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus spinifer 41453cz55.jpg,true,Sphaenognathus spinifer
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus spinifer 41456cz59.jpg,true,Sphaenognathus spinifer
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus taschenbergi 41460cz62.jpg,true,Sphaenognathus taschenbergi
/home/nnoe/openup_images_source/Lucanidae/Sphaenognathus taschenbergi 41464cz67.jpg,true,Sphaenognathus taschenbergi
/home/nnoe/openup_images_source/Lucanidae/Streptocerus speciosus 41580cz85.jpg,true,Streptocerus speciosus
/home/nnoe/openup_images_source/Lucanidae/Streptocerus speciosus 41586cz90.jpg,true,Streptocerus speciosus
/home/nnoe/openup_images_source/Lucanidae/Syndesus cornutus 43571cz77.JPG,false
/home/nnoe/openup_images_source/Lucanidae/Syndesus cornutus 43578cz82.jpg,true,Syndesus cornutus
/home/nnoe/openup_images_source/Lucanidae/Thumbs.db,false
/home/nnoe/openup_images_source/Lycidae,false
/home/nnoe/openup_images_source/Lycidae/Lycus trabeatus 31854cz56 copie.jpg,true,Lycus trabeatus
/home/nnoe/openup_images_source/Lycidae/Lycus trabeatus 31857cz60.jpg,true,Lycus trabeatus
/home/nnoe/openup_images_source/Meloidae,false
/home/nnoe/openup_images_source/Meloidae/Cissites testacea 31914c z16.jpg,true,Cissites testacea 31914c
/home/nnoe/openup_images_source/Meloidae/Cysteodermus armatus 31889cz94.jpg,true,Cysteodermus armatus
/home/nnoe/openup_images_source/Meloidae/Meloe violaceus 31895cz98.jpg,true,Meloe violaceus
/home/nnoe/openup_images_source/Meloidae/Meloe violaceus 31899cz05.jpg,true,Meloe violaceus
/home/nnoe/openup_images_source/Meloidae/Meloe violaceus 31907cz12.jpg,true,Meloe violaceus
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae",false
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Aethiessa mesopotamica 8221cz24.jpg",true,Aethiessa mesopotamica
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Agestrata antoinei 11161.jpg",true,Agestrata antoinei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Agestrata antoinei 11168.jpg",true,Agestrata antoinei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Agestrata dehaani 11095cz98.jpg",true,Agestrata dehaani
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Agestrata dehaani 11099cz03.jpg",true,Agestrata dehaani
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Agestrata luzonica 11170cz74.jpg",true,Agestrata luzonica
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Agestrata luzonica 23574cz77.jpg",true,Agestrata luzonica
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Agestrata luzonica 23578cz82.jpg",true,Agestrata luzonica
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Agestrata orichalcea 11131.jpg",true,Agestrata orichalcea
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Agestrata orichalcea 11135cz37.jpg",true,Agestrata orichalcea
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Agestrata punctatostriata 23369cz72.jpg",true,Agestrata punctatostriata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Agestrata punctatostriata 23373cz75.jpg",true,Agestrata punctatostriata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Agestrata semperi 11144.jpg",true,Agestrata semperi
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Agestrata semperi 11154.jpg",true,Agestrata semperi
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Allardiana decorticata 10714cz17.jpg",true,Allardiana decorticata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Allardiana decorticata 10722cz25.jpg",true,Allardiana decorticata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Allardiana variabilis 10726cz29.jpg",true,Allardiana variabilis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Allardiana variabilis 10730cz34.jpg",true,Allardiana variabilis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Allardiana variabilis 10735cz38.jpg",true,Allardiana variabilis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Allorrhina cornifrons 8547cz50.jpg",true,Allorrhina cornifrons
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Allorrhina cornifrons 8551cz54.jpg",true,Allorrhina cornifrons
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Allorrhina cornifrons 8555cz58.jpg",true,Allorrhina cornifrons
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Amaurodes passerinii 5605cz07.jpg",true,Amaurodes passerinii
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Amaurodes passerinii linnei 5436cz38.jpg",true,Amaurodes passerinii linnei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Amaurodes passerinii linnei 5532cz34.jpg",true,Amaurodes passerinii linnei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Amaurodes passerinii overlatei 4932.jpg",true,Amaurodes passerinii overlatei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Amaurodes passerinii rufotibialis 5593cz99.jpg",true,Amaurodes passerinii rufotibialis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Amazuela suavis 8538cz40.jpg",true,Amazuela suavis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anisorrhina 4-cornis 4936.jpg",true,Anisorrhina 4-cornis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anisorrhina 4-cornis 4937.jpg",true,Anisorrhina 4-cornis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anisorrhina flavomaculata 4933.jpg",true,Anisorrhina flavomaculata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anisorrhina flavomaculata 4934.jpg",true,Anisorrhina flavomaculata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anisorrhina flavoplagiata 4935.jpg",true,Anisorrhina flavoplagiata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anochilia bifida 10428cz32.jpg",true,Anochilia bifida
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anochilia bifida 10433cz37.jpg",true,Anochilia bifida
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anochilia bifida 10438cz42.jpg",true,Anochilia bifida
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anochilia bifida brunneicollis 10443cz47.jpg",true,Anochilia bifida brunneicollis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anochilia bifida republicana 10448cz53.jpg",true,Anochilia bifida republicana
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anochilia incisis 10454cz57.jpg",true,Anochilia incisis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anochilia incisis nigra 10458cz61.jpg",true,Anochilia incisis nigra
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anochilia incisis suturalis 10466cz69.jpg",true,Anochilia incisis suturalis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anochilia incisis trilineata 10462cz65.jpg",true,Anochilia incisis trilineata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anochilia laevigata 10470cz73.jpg",true,Anochilia laevigata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anochilia nitida 10474cz77.jpg",true,Anochilia nitida
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anochilia scapularis 10478cz83.jpg",true,Anochilia scapularis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anomalocera glaberrima 6829cz32.jpg",true,Anomalocera glaberrima
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anomalocera glaberrima 7953cz57.jpg",true,Anomalocera glaberrima
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anomalocera olivacea 6833cz35.jpg",true,Anomalocera olivacea
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anomalocera olivacea insularis 14873cz75.jpg",true,Anomalocera olivacea insularis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anomalocera olivacea insularis 14876cz78.jpg",true,Anomalocera olivacea insularis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anomalocera olivacea insularis 6839cz41.jpg",true,Anomalocera olivacea insularis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anomalocera olivacea subopaca 8173cz75.jpg",true,Anomalocera olivacea subopaca
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anomalocera olivacea vuilleti 6836cz38.jpg",true,Anomalocera olivacea vuilleti
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Anomalocera parryi 6842cz44.jpg",true,Anomalocera parryi
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Aphanestes succinea 10741cz45.jpg",true,Aphanestes succinea
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Aphanestes trapzeiana 10746cz52.jpg",true,Aphanestes trapzeiana
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Apocnosis striata 9030CZ35.jpg",true,Apocnosis striata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Argyripa anomala 8559cz63.jpg",true,Argyripa anomala
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Argyripa anomala 8564cz69.jpg",true,Argyripa anomala
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Argyripa lansbergei 8574cz77.jpg",true,Argyripa lansbergei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Argyripa lansbergei 8578cz83.jpg",true,Argyripa lansbergei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Argyripa lansbergei 8584cz87.jpg",true,Argyripa lansbergei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Argyripa lansbergei 871cz73.jpg",true,Argyripa lansbergei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Argyrophegges kolbei 4846.jpg",true,Argyrophegges kolbei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Argyrophegges kolbei 6025cz30.jpg",true,Argyrophegges kolbei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Arielina collaris 11321cz27.jpg",true,Arielina collaris
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Asthenorhina stanleyana 5526cz28.jpg",true,Asthenorhina stanleyana
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Asthenorhina turneri 4967CZ70.jpg",true,Asthenorhina turneri
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Astrara multimaculata 23562cz64.jpg",true,Astrara multimaculata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Blaesia atra 8729cz37.jpg",true,Blaesia atra
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Blaesia atra 8738cz45.jpg",true,Blaesia atra
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Bonaraella vadoni 10695cz98.jpg",true,Bonaraella vadoni
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Bonsiella blanda 6848cz52.jpg",true,Bonsiella blanda
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Bonsiella blanda 6853cz57.jpg",true,Bonsiella blanda
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Brachymitra rotheveelii 4948.jpg",true,Brachymitra rotheveelii
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Brachymitra rotheveelii 4971CZ74.jpg",true,Brachymitra rotheveelii
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Bricoptis marginicollis 10326cz29.jpg",true,Bricoptis marginicollis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Caelorrhina torreyi 5520cz22.jpg",true,Caelorrhina torreyi
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Calopotosia inquinata 8244cz47.jpg",true,Calopotosia inquinata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Calopotosia inquinata 8248cz50.jpg",true,Calopotosia inquinata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Calopotosia orientalis ignea 8251cz54.jpg",true,Calopotosia orientalis ignea
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Calopotosia orientalis marmorea 14969cz72.jpg",true,Calopotosia orientalis marmorea
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Campsiura javanica 1282cz84.jpg",true,Campsiura javanica
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Campsiura mirabilis 11277cz81.jpg",true,Campsiura mirabilis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Campsiura oberthueri 11291cz94.jpg",true,Campsiura oberthueri
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Campsiura omnisiena 11295cz98.jpg",true,Campsiura omnisiena
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Campsiura trivitata 3476cz81.jpg",true,Campsiura trivitata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Celidota seyrigi 10631cz36.jpg",true,Celidota seyrigi
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Celidota splendens 10672cz78.jpg",true,Celidota splendens
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Celidota stephensi 10644cz50.JPG",false
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Centrantrix tibialis 8370cz72.jpg",true,Centrantrix tibialis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cephalocosmus antoinei pair.jpg",true,Cephalocosmus antoinei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cephalocosmus benesi 8896cz99.jpg",true,Cephalocosmus benesi
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cephalocosmus benesi 8900cz03.jpg",true,Cephalocosmus benesi
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cephalocosmus campagnei 8904cz08.jpg",true,Cephalocosmus campagnei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cephalocosmus campagnei 8909cz12.jpg",true,Cephalocosmus campagnei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cephalocosmus gestroi 8913cz16.jpg",true,Cephalocosmus gestroi
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cephalocosmus gestroi 8917cz20.jpg",true,Cephalocosmus gestroi
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cephalocosmus tonkinensis cz24.jpg",true,Cephalocosmus tonkinensis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cephalocosmus tonkinensis8925cz28.jpg",true,Cephalocosmus
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cetonia asiatica 8189cz91.jpg",true,Cetonia asiatica
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cetonia aurata lugubris 15004cz09.jpg",true,Cetonia aurata lugubris
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cetonia aurata milloti 14943cz46.jpg",true,Cetonia aurata milloti
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cetonia aurata pisana 8192cz94.jpg",true,Cetonia aurata pisana
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cetonia carthami 8195cz97.jpg",true,Cetonia carthami
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cetonia delagrangei 8198cz200.jpg",true,Cetonia delagrangei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cetonia delagrangei fulgida 14999cz03.jpg",true,Cetonia delagrangei fulgida
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cetonia pilifera 14983cz92.jpg",true,Cetonia pilifera
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cetonischema aeruginos ignea 8255cz58.jpg",true,Cetonischema aeruginos ignea
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cetonischema speciosa obscuripennis 8264cz67.jpg",true,Cetonischema speciosa obscuripennis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cetonischema speciosa obscuripennis 8268cz70.jpg",true,Cetonischema speciosa obscuripennis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cetonischema speciosa venusta 8274cz76.jpg",true,Cetonischema speciosa venusta
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chalcopharis lansbergei 10753cz61.jpg",true,Chalcopharis lansbergei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chalcoprotaetia philippensis 15151cz54.jpg",true,Chalcoprotaetia philippensis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chalcoprotaetia philippensis 8277cz79.jpg",true,Chalcoprotaetia philippensis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chalcotea resplendens 18087cz92.jpg",true,Chalcotea resplendens
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chalcotea resplendens 18093cz97.jpg",true,Chalcotea resplendens
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Charadronota 4-signata 9019CZ24.jpg",true,Charadronota 4-signata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Charadronota leprieuri vittatipennis 9025CZ29.jpg",true,Charadronota leprieuri vittatipennis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cheirolasia burkei 5864cz67.jpg",true,Cheirolasia burkei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cheirolasia burkei 6046cz54.jpg",true,Cheirolasia burkei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cheirolasia burkei schaueri 6054cz64.jpg",true,Cheirolasia burkei schaueri
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chelorrhina polyphemus 5069.jpg",true,Chelorrhina polyphemus
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chelorrhina savagei 5054.jpg",true,Chelorrhina savagei
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chiloloba acuta 8205cz08.jpg",true,Chiloloba acuta
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chlorobabta frontalis 10762cz68.jpg",true,Chlorobabta frontalis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chlorocala africana camerounica 4961CZ63.jpg",true,Chlorocala africana camerounica
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chlorocala guerini 4993CZ96.jpg",true,Chlorocala guerini
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chlorocala suturalis 4997CZ99.jpg",true,Chlorocala suturalis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chlorocala suturalis 5600cz04.jpg",true,Chlorocala suturalis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chlorocala suturalis nigricollis 5538cz40.jpg",true,Chlorocala suturalis nigricollis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chondorrhina abbreviata 5000CZ02.jpg",true,Chondorrhina abbreviata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chondorrhina picturata 5003CZ05.jpg",true,Chondorrhina picturata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chondropyga dorsalis 10769cz74.jpg",true,Chondropyga dorsalis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chondropyga dorsalis 10775cz80.jpg",true,Chondropyga dorsalis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chondropyga dorsalis 10781cz85.jpg",true,Chondropyga dorsalis
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Chondropyga frenchi 10786cz90.jpg",true,Chondropyga frenchi
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Cineretis undulata 8698cz00.jpg",true,Cineretis undulata
"/home/nnoe/openup_images_source/Scarabaeidae, Cetoniinae/Clintera atra vidua 8541cz43.jpg",true,Clintera atra vidua
