filename,processed,interpreted_scientific_name
"/home/nnoe/openup_images_source/Cerambycidae, Lepturinae/Mastododera lateralis 50418cz22.jpg",true,Mastododera lateralis
"/home/nnoe/openup_images_source/Cerambycidae, Lepturinae/Mastododera tibialis 50448cz51.jpg",true,Mastododera tibialis
"/home/nnoe/openup_images_source/Cerambycidae, Lepturinae/Mastododera transversalis 50452cz56.jpg",true,Mastododera transversalis
"/home/nnoe/openup_images_source/Cerambycidae, Lepturinae/Ramodatodes lateralis 50423cz28.jpg",true,Ramodatodes lateralis
"/home/nnoe/openup_images_source/Cerambycidae, Lepturinae/Ramodatodes nigripes 50429cz33.jpg",true,Ramodatodes nigripes
"/home/nnoe/openup_images_source/Cerambycidae, Lepturinae/Ramodatodes nigripes 50434cz40.jpg",true,Ramodatodes nigripes
"/home/nnoe/openup_images_source/Cerambycidae, Lepturinae/Ramodatodes nigripes 50447.jpg",true,Ramodatodes nigripes
"/home/nnoe/openup_images_source/Cerambycidae, Lepturinae/Ramodatodes nordicollis 50441cz46.jpg",true,Ramodatodes nordicollis
"/home/nnoe/openup_images_source/Cerambycidae, Lepturinae/Sagridola maculosa 50470cz74.jpg",true,Sagridola maculosa
"/home/nnoe/openup_images_source/Cerambycidae, Lepturinae/Sagridola maculosa 50488cz93.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Lepturinae/Trichroa oberthueri 50475cz80.jpg",true,Trichroa oberthueri
"/home/nnoe/openup_images_source/Cerambycidae, Lepturinae/Trichroa oberthueri 50481cz87.jpg",true,Trichroa oberthueri
"/home/nnoe/openup_images_source/Cerambycidae, Lepturinae/Trichroa russus 50522cz26.jpg",true,Trichroa russus
"/home/nnoe/openup_images_source/Cerambycidae, Lepturinae/Tsivoka simplicicollis 50527cz30.jpg",true,Tsivoka simplicicollis
"/home/nnoe/openup_images_source/Cerambycidae, Necydalinae",false
"/home/nnoe/openup_images_source/Cerambycidae, Necydalinae/Necydalis major 31948cz50.jpg",true,Necydalis major
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Acanthophorus confinis 47324.jpg",true,Acanthophorus confinis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Acanthophorus confinis 47325.jpg",true,Acanthophorus confinis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Acanthophorus confinis 47326cz34.jpg",true,Acanthophorus confinis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Acanthophorus confinis 47335cz42.jpg",true,Acanthophorus confinis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Acanthophorus serraticollis 47374.jpg",true,Acanthophorus serraticollis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Acanthophorus serraticollis 47375.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Acanthophorus serraticollis 47376cz79.jpg",true,Acanthophorus serraticollis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Acanthophorus serraticornis 47322.jpg",true,Acanthophorus serraticornis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Ancitropus servillei 46291cz97.jpg",true,Ancitropus servillei
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Ancitropus uncinatus 46225cz28.jpg",true,Ancitropus uncinatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Ancitropus uncinatus 46229cz33.jpg",true,Ancitropus uncinatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Ancitropus uncinatus 46234cz38.jpg",true,Ancitropus uncinatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Ancitropus uncinatus 46239cz50.jpg",true,Ancitropus uncinatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Anthracocentrus arabicus 47373.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Anthracocentrus capensis 45734.jpg",true,Anthracocentrus capensis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Anthracocentrus capensis 45741cz51.jpg",true,Anthracocentrus capensis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Aplagiognathus spinosus 45487cz90.jpg",true,Aplagiognathus spinosus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Aplagiognathus spinosus 45491cz94.jpg",true,Aplagiognathus spinosus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Apotrophus simplicicollis 46263cz66.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Apotrophus simplicicollis 46267cz70.jpg",true,Apotrophus simplicicollis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Apterocaulus dunfordi 47570cz74.jpg",true,Apterocaulus dunfordi
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Apterocaulus germaini 47566cz69.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Archodontes melanopus 45495cz97.jpg",true,Archodontes melanopus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Aulacopus reticulatus 46337cz41 copie.jpg",true,Aulacopus reticulatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Aulacotoma tenuelimbata 46342cz45.jpg",true,Aulacotoma tenuelimbata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Aulacotoma tenuelimbata 46346cz52.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Aulacotoma tenuelimbata 46353cz56.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Basitoxus megacephalus 45511cz17.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Basitoxus megacephalus 45518cz27.jpg",true,Basitoxus megacephalus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Braderochus dentipes 46164cz66.jpg",true,Braderochus dentipes
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Braderochus dentipes 46167cz71 copie.jpg",true,Braderochus dentipes
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Braderochus mundus 46258cz62.jpg",true,Braderochus mundus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Cacosceles newmanni 47365cz68.jpg",true,Cacosceles newmanni
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Cacosceles newmanni 47369cz72.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Cacosceles oedipus 47361cz64.jpg",true,Cacosceles oedipus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Callipogon lemoinei 46471cz74.jpg",true,Callipogon lemoinei
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Callipogon lemoinei 46475cz78.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Callipogon lemoinei 46479CZ83 copie.jpg",true,Callipogon lemoinei
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Callipogon sericeus 46470.jpg",true,Callipogon sericeus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Calocomus desmaresti 47037cz41.jpg",true,Calocomus desmaresti
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Calocomus desmaresti 47042cz46.jpg",true,Calocomus desmaresti
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Calocomus desmaresti 47047cz52.jpg",true,Calocomus desmaresti
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Calocomus desmaresti 47053cz57.jpg",true,Calocomus desmaresti
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Calocomus desmaresti 47058cz63.jpg",true,Calocomus desmaresti
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Calocomus desmaresti 47064cz68.jpg",true,Calocomus desmaresti
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Calocomus morosus 47004cz11.jpg",true,Calocomus morosus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Calocomus morosus 47012cz18.jpg",true,Calocomus morosus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Calocomus morosus 47019cz24.jpg",true,Calocomus morosus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Calocomus morosus 47025cz29.jpg",true,Calocomus morosus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Charmallaspis pulcherrima 47069cz72.jpg",true,Charmallaspis pulcherrima
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Charmallaspis pulcherrima 47073cz76.jpg",true,Charmallaspis pulcherrima
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Charmallaspis pulcherrima 47077cz80.jpg",true,Charmallaspis pulcherrima
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Charmallaspis pulcherrima 47081cz86.jpg",true,Charmallaspis pulcherrima
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Ctenoplites gahani 46320cz26.jpg",true,Ctenoplites gahani
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Ctenoplites princeps 46329cz32.jpg",true,Ctenoplites princeps
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Ctenoscelis atra 46271cz74.jpg",true,Ctenoscelis atra
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Ctenoscelis atra 46275cz85.jpg",true,Ctenoscelis atra
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Ctenoscelis atra 46286cz90.jpg",true,Ctenoscelis atra
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Ctenoscelis coeus 46328.jpg",true,Ctenoscelis coeus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Deobrachus agyleus 47581cz83.jpg",true,Deobrachus agyleus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Deobrachus brunneus 47574cz77.jpg",true,Deobrachus brunneus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Deobrachus brunneus 47578cz80.jpg",true,Deobrachus brunneus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Elateropsis lineatus 46971cz77.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Elateropsis lineatus 46978cz80.jpg",true,Elateropsis lineatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Elateropsis lineatus 46981cz85.jpg",true,Elateropsis lineatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Elateropsis scabrosus 46986cz90.jpg",true,Elateropsis scabrosus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Emphiesmenus shanegi 47343cz48.jpg",true,Emphiesmenus shanegi
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Emphiesmenus shanegi 47349cz60.jpg",true,Emphiesmenus shanegi
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Esmeralda coerulea 47090cz95.jpg",true,Esmeralda coerulea
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Esmeralda laetifica 47097cz02.jpg",true,Esmeralda laetifica
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Eudianodes nonfriedi 46333cz36.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Eurynassa australis 45474cz77.jpg",true,Eurynassa australis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Eurynassa australis 45478cz82 copie.jpg",true,Eurynassa australis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Gnathonyx orientalis 46310cz19.jpg",true,Gnathonyx orientalis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Gnathonyx orientalis PT 46304cz09.jpg",true,Gnathonyx orientalis PT
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Gnathonyx piceipennis 46298cz03.jpg",true,Gnathonyx piceipennis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hileolaspis aurata 47109cz18.jpg",true,Hileolaspis aurata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hileolaspis aurata 47119CZ24.jpg",true,Hileolaspis aurata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hileolaspis aurata 47125cz29.jpg",true,Hileolaspis aurata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hileolaspis aurata 47130cz34.jpg",true,Hileolaspis aurata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hileolespis aurata 47104cz08.jpg",true,Hileolespis aurata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hoploderes aquilus 46917cz20.jpg",true,Hoploderes aquilus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hoploderes aquilus 46921cz23.jpg",true,Hoploderes aquilus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hoploderes punctatus 46913cz13.jpg",true,Hoploderes punctatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hoploderes spinipennis PT 46902cz06 copie.jpg",true,Hoploderes spinipennis PT
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hoploderes spinipennis PT 46907cz11 copie.jpg",true,Hoploderes spinipennis PT
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hoplonothus laevithorax 46965cz70.jpg",true,Hoplonothus laevithorax
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hypocephalus armatus 32018cz21.jpg",true,Hypocephalus armatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hypocephalus armatus 32022cz34.jpg",true,Hypocephalus armatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hypocephalus armatus 32035cz41.jpg",true,Hypocephalus armatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Hypocephalus armatus 32042cz48.jpg",true,Hypocephalus armatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Insuetaspsis paradoxus 47139cz43.jpg",true,Insuetaspsis paradoxus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Jalyssus tuberculatus 46373cz76.jpg",true,Jalyssus tuberculatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Jalyssus tuberculatus 46380.jpg",true,Jalyssus tuberculatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Jamwonus subcostatus 46461cz64.jpg",true,Jamwonus subcostatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Jamwonus subcostatus 46465cz69.jpg",true,Jamwonus subcostatus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Leiotoma viridescens 46361cz64.jpg",true,Leiotoma viridescens
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Leiotoma viridescens 46365cz68.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Logaeus subopacus 47420cz23.jpg",true,Logaeus subopacus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Logaeus subopacus 47424cz27.jpg",true,Logaeus subopacus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Macrodontia batesi T 46173cz79.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Macrodontia cervicornis 46214.jpg",true,Macrodontia cervicornis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Macrodontia cervicornis 46217cz24.jpg",true,Macrodontia cervicornis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Macrodontia crenata 46193cz95.jpg",true,Macrodontia crenata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Macrodontia crenata 46196cz98.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Macrodontia flavipennis 46199cz01.jpg",true,Macrodontia flavipennis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Macrodontia flavipennis 46202cz04.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Macrotoma batesi 46180cz89.jpg",true,Macrotoma batesi
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Macrotoma edulis 46369cz72.jpg",true,Macrotoma edulis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Mallapsis scutellaris47135cz38.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Mallaspis scutellaris 47144cz48.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Mallodon hermaphrodites 45570.jpg",true,Mallodon hermaphrodites
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Mallodon hermaphrodites 45571.jpg",true,Mallodon hermaphrodites
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Mallodon hermaphrodites 45573cz78.jpg",true,Mallodon hermaphrodites
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Mallodon hermaphrodites 45579cz82.jpg",true,Mallodon hermaphrodites
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Mallodon hermaphrodites 45583cz87.jpg",true,Mallodon hermaphrodites
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Mallodonhoplus nobilis 45501cz04.jpg",true,Mallodonhoplus nobilis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Mallodonhoplus nobilis 46137cz40.jpg",true,Mallodonhoplus nobilis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Mallodonopsis corrosa 45498cz00.jpg",true,Mallodonopsis corrosa
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Mallodonopsis mexicana 45505cz07.jpg",true,Mallodonopsis mexicana
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Mallodonopsis mexicana 45528cz37.jpg",true,Mallodonopsis mexicana
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Mecosarthron buphabus 45541cz46.jpg",true,Mecosarthron buphabus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Mecosarthron buphagus 45538cz40.jpg",true,Mecosarthron buphagus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Nothophysis caffra 47280cz83.jpg",true,Nothophysis caffra
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Nothophysis forcipata 47284cz88.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Nothophysis forcipata 47289CZ92.jpg",true,Nothophysis forcipata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Nothophysis forcipata 47293cz99.jpg",true,Nothophysis forcipata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Nothophysis forcipata 47300cz02.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Nothophysis forcipata 47303cz05.jpg",true,Nothophysis forcipata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Nothophysis johnstoni 47306cz09.jpg",true,Nothophysis johnstoni
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Nothophysis johnstoni 47310cz13.jpg",true,Nothophysis johnstoni
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Nothophysis laevis 47314cz17.jpg",true,Nothophysis laevis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Nothophysis laevis 47318cz21.jpg",true,Nothophysis laevis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Omatogus lacordairei 46382.jpg",true,Omatogus lacordairei
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Omatogus lacordairei 46384cz89.jpg",true,Omatogus lacordairei
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Oraemmalaspis speciosus 47179cz82.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Oropyrodes macullicollis 47149cz53 copie.jpg",true,Oropyrodes macullicollis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Physopleurus crassidens 46141cz44.jpg",true,Physopleurus crassidens
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Physopleurus dohrni 46146cz48.jpg",true,Physopleurus dohrni
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Physopleurus dohrni 46153cz61.jpg",true,Physopleurus dohrni
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Physopleurus longiscapus 46149cz52.jpg",true,Physopleurus longiscapus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Physopleurus longiscapus T 46149cz52 copie.jpg",true,Physopleurus longiscapus T
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Poecilopyrodes pictus 47154cz58.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Poekilosoma ornata 46991cz98.jpg",true,Poekilosoma ornata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Poekilosoma ornata 46999cz03.jpg",true,Poekilosoma ornata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Praemallaspis leucaspis 47164cz70.jpg",true,Praemallaspis leucaspis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Praemallaspis rhomboedrus 47159cz63.jpg",true,Praemallaspis rhomboedrus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Praemallaspis speciosus 47176cz78.jpg",true,Praemallaspis speciosus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Prionocaulus  buckleyi 47562cz65.jpg",true,Prionocaulus buckleyi
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Prionocaulus atys 47524cz29.jpg",true,Prionocaulus atys
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Prionocaulus atys 47531cz34.jpg",true,Prionocaulus atys
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Prionocaulus atys 47535cz38.jpg",true,Prionocaulus atys
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Prionocaulus buckleyi 47558cz61.jpg",true,Prionocaulus buckleyi
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Prionocaulus cacicus 47539cz42.jpg",true,Prionocaulus cacicus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Prionocaulus cacicus 47543cz48.jpg",true,Prionocaulus cacicus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Prionocaulus cacicus 47549cz52.jpg",true,Prionocaulus cacicus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Prionocaulus cacicus 47553cz57.jpg",true,Prionocaulus cacicus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Prionoma biggibosus 47389cz93.jpg",true,Prionoma biggibosus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Prionoma biggibosus 47394cz07.jpg",true,Prionoma biggibosus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Prionoma biggibosus 47408cz14.jpg",true,Prionoma biggibosus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Priotgranus mordax 47380cz82.jpg",true,Priotgranus mordax
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Priotgranus mordax 47415cz19.jpg",true,Priotgranus mordax
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Psalidoctopus scaber 47430.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Psalidognathus erythrocerus 47434cz39.jpg",true,Psalidognathus erythrocerus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Psalidognathus erythrocerus 47440cz60.jpg",true,Psalidognathus erythrocerus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Psalidognathus erythrocerus 47461cz64.jpg",true,Psalidognathus erythrocerus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Psalidognathus modestus 47465cz68.jpg",true,Psalidognathus modestus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Psalidognathus modestus 47469cz72.jpg",true,Psalidognathus modestus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Psalidognathus modestus 47473cz85.jpg",true,Psalidognathus modestus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Psalidognathus sallei 47486cz90.jpg",true,Psalidognathus sallei
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Psalidognathus sallei 47491cz94.jpg",true,Psalidognathus sallei
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Psalidognathus superbus 47513cz18.jpg",true,Psalidognathus superbus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Psalidognathus superbus 47519cz23.jpg",true,Psalidognathus superbus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Psallidognathus superbus 47495cz00 copie.jpg",true,Psallidognathus superbus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Pyrodes nitidus 47183cz87.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Pyrodes nitidus 47188cz95.jpg",true,Pyrodes nitidus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Scatopyrodes angustus 47245cz49.jpg",true,Scatopyrodes angustus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Scatopyrodes iris 47260cz63.jpg",true,Scatopyrodes iris
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Scatopyrodes longiceps 47264cz68.jpg",true,Scatopyrodes longiceps
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Scatopyrodes nigricornis 47269cz72.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Solenoptera bilineata 46924cz27.jpg",true,Solenoptera bilineata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Solenoptera canaliculata 46939cz43.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Solenoptera canaliculata 46944cz55.jpg",true,Solenoptera canaliculata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Solenoptera canaliculata 46956cz59.jpg",true,Solenoptera canaliculata
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Solenoptera fraudulenta PT 46928cz33 copie.jpg",true,Solenoptera fraudulenta PT
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Solenoptera sulcicollis 46934cz37.jpg",true,Solenoptera sulcicollis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Solenoptera thomae 46961cz64.jpg",true,Solenoptera thomae
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes chevrolati 45632.jpg",true,Stenodontes chevrolati
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes chevrolati 45635.jpg",true,Stenodontes chevrolati
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes chevrolati 45636cz45.jpg",true,Stenodontes chevrolati
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes dasytomus 45551cz53.jpg",true,Stenodontes dasytomus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes dasytomus 45554cz57.jpg",true,Stenodontes dasytomus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes dasytomus 45558cz65.jpg",true,Stenodontes dasytomus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes dasytomus 45566cz68.jpg",true,Stenodontes dasytomus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes dasytomus baiulus 45547cz50.jpg",true,Stenodontes dasytomus baiulus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes exsertus  45753.jpg",true,Stenodontes exsertus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes exsertus 45735cz37.jpg",true,Stenodontes exsertus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes exsertus 45738cz40.jpg",true,Stenodontes exsertus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes exsertus 45759cz69.jpg",true,Stenodontes exsertus
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes molarius galapagoensis 45599cz01.jpg",true,Stenodontes molarius galapagoensis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes molarius galapagoensis 45602cz04.jpg",true,Stenodontes molarius galapagoensis
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes molarius galapagoensis 5588cz90.JPG",false
"/home/nnoe/openup_images_source/Cerambycidae, Prioninae/Stenodontes molarius galapagoensis 5591cz98.JPG",false
